"site_code","measurement_start_utc","measurement_end_utc","species_code","value"
"CLDP0001","2021-03-08 06:00:00","2021-03-08 07:00:00","PM25",31.1228965221405
"CLDP0001","2021-03-08 07:00:00","2021-03-08 08:00:00","PM25",34.7742666312218
"CLDP0001","2021-03-08 08:00:00","2021-03-08 09:00:00","PM25",31.5933791748047
"CLDP0001","2021-03-08 09:00:00","2021-03-08 10:00:00","PM25",31.3934876144886
"CLDP0001","2021-03-08 10:00:00","2021-03-08 11:00:00","PM25",31.7805826784134
"CLDP0001","2021-03-08 11:00:00","2021-03-08 12:00:00","PM25",32.9319363947868
"CLDP0001","2021-03-08 12:00:00","2021-03-08 13:00:00","PM25",28.3663071819305
"CLDP0001","2021-03-08 13:00:00","2021-03-08 14:00:00","PM25",26.5690877207279
"CLDP0001","2021-03-08 14:00:00","2021-03-08 15:00:00","PM25",23.5531655879974
"CLDP0001","2021-03-08 15:00:00","2021-03-08 16:00:00","PM25",22.6264168863058
"CLDP0001","2021-03-08 16:00:00","2021-03-08 17:00:00","PM25",17.2072221885681
"CLDP0001","2021-03-08 17:00:00","2021-03-08 18:00:00","PM25",16.5528864836454
"CLDP0001","2021-03-08 18:00:00","2021-03-08 19:00:00","PM25",15.7764495411873
"CLDP0001","2021-03-08 19:00:00","2021-03-08 20:00:00","PM25",15.9782168571711
"CLDP0001","2021-03-08 20:00:00","2021-03-08 21:00:00","PM25",15.9496552353859
"CLDP0001","2021-03-08 21:00:00","2021-03-08 22:00:00","PM25",18.0427079646349
"CLDP0001","2021-03-08 22:00:00","2021-03-08 23:00:00","PM25",21.6920931092262
"CLDP0001","2021-03-08 23:00:00","2021-03-09 00:00:00","PM25",21.4559943053484
"CLDP0001","2021-03-09 00:00:00","2021-03-09 01:00:00","PM25",18.4653107893944
"CLDP0001","2021-03-09 01:00:00","2021-03-09 02:00:00","PM25",16.8154029347181
"CLDP0001","2021-03-09 02:00:00","2021-03-09 03:00:00","PM25",14.0753771932602
"CLDP0001","2021-03-09 03:00:00","2021-03-09 04:00:00","PM25",13.8550026396394
"CLDP0001","2021-03-09 04:00:00","2021-03-09 05:00:00","PM25",12.5091994529247
"CLDP0001","2021-03-09 05:00:00","2021-03-09 06:00:00","PM25",14.7784779299974
"CLDP0001","2021-03-09 06:00:00","2021-03-09 07:00:00","PM25",18.2024170554161
"CLDP0001","2021-03-09 07:00:00","2021-03-09 08:00:00","PM25",19.5321426033258
"CLDP0001","2021-03-09 08:00:00","2021-03-09 09:00:00","PM25",14.4799897964478
"CLDP0001","2021-03-09 09:00:00","2021-03-09 10:00:00","PM25",14.9509698755026
"CLDP0001","2021-03-09 10:00:00","2021-03-09 11:00:00","PM25",14.7122938206673
"CLDP0001","2021-03-09 11:00:00","2021-03-09 12:00:00","PM25",13.8880445943952
"CLDP0001","2021-03-09 12:00:00","2021-03-09 13:00:00","PM25",14.1572865908623
"CLDP0001","2021-03-09 13:00:00","2021-03-09 14:00:00","PM25",13.7609412113905
"CLDP0001","2021-03-09 14:00:00","2021-03-09 15:00:00","PM25",10.9483347362757
"CLDP0001","2021-03-09 15:00:00","2021-03-09 16:00:00","PM25",10.0500970471084
"CLDP0001","2021-03-09 16:00:00","2021-03-09 17:00:00","PM25",8.69348451166153
"CLDP0001","2021-03-09 17:00:00","2021-03-09 18:00:00","PM25",11.5015169476151
"CLDP0001","2021-03-09 18:00:00","2021-03-09 19:00:00","PM25",9.76706508319378
"CLDP0001","2021-03-09 19:00:00","2021-03-09 20:00:00","PM25",13.5611054045439
"CLDP0001","2021-03-09 20:00:00","2021-03-09 21:00:00","PM25",17.6397859490395
"CLDP0001","2021-03-09 21:00:00","2021-03-09 22:00:00","PM25",16.9779490271091
"CLDP0001","2021-03-09 22:00:00","2021-03-09 23:00:00","PM25",16.9724120529175
"CLDP0001","2021-03-09 23:00:00","2021-03-10 00:00:00","PM25",17.6923706921816
"CLDP0001","2021-03-10 00:00:00","2021-03-10 01:00:00","PM25",18.1726679981232
"CLDP0001","2021-03-10 01:00:00","2021-03-10 02:00:00","PM25",18.1170691290379
"CLDP0001","2021-03-10 02:00:00","2021-03-10 03:00:00","PM25",18.1529477108002
"CLDP0001","2021-03-10 03:00:00","2021-03-10 04:00:00","PM25",20.0503574719906
"CLDP0001","2021-03-10 04:00:00","2021-03-10 05:00:00","PM25",19.9993919752121
"CLDP0001","2021-03-10 05:00:00","2021-03-10 06:00:00","PM25",20.9468840005875
"CLDP0001","2021-03-10 06:00:00","2021-03-10 07:00:00","PM25",22.2406925771713
"CLDP0001","2021-03-10 07:00:00","2021-03-10 08:00:00","PM25",23.7337755949974
"CLDP0001","2021-03-10 08:00:00","2021-03-10 09:00:00","PM25",21.8511282337189
"CLDP0001","2021-03-10 09:00:00","2021-03-10 10:00:00","PM25",19.2070124147415
"CLDP0001","2021-03-10 10:00:00","2021-03-10 11:00:00","PM25",17.6651387374878
"CLDP0001","2021-03-10 11:00:00","2021-03-10 12:00:00","PM25",14.7767346088171
"CLDP0001","2021-03-10 12:00:00","2021-03-10 13:00:00","PM25",11.4543527544022
"CLDP0001","2021-03-10 13:00:00","2021-03-10 14:00:00","PM25",8.03830739496946
"CLDP0001","2021-03-10 14:00:00","2021-03-10 15:00:00","PM25",7.90237070875168
"CLDP0001","2021-03-10 15:00:00","2021-03-10 16:00:00","PM25",4.89527609987855
"CLDP0001","2021-03-10 16:00:00","2021-03-10 17:00:00","PM25",4.6397072535038
"CLDP0001","2021-03-10 17:00:00","2021-03-10 18:00:00","PM25",5.89479792766571
"CLDP0001","2021-03-10 18:00:00","2021-03-10 19:00:00","PM25",4.28709819989204
"CLDP0001","2021-03-10 19:00:00","2021-03-10 20:00:00","PM25",5.24342021997571
"CLDP0001","2021-03-10 20:00:00","2021-03-10 21:00:00","PM25",3.03205966662169
"CLDP0001","2021-03-10 21:00:00","2021-03-10 22:00:00","PM25",2.50661973997504
"CLDP0001","2021-03-10 22:00:00","2021-03-10 23:00:00","PM25",2.42214998032451
"CLDP0001","2021-03-10 23:00:00","2021-03-11 00:00:00","PM25",3.56717021997571
"CLDP0001","2021-03-11 00:00:00","2021-03-11 01:00:00","PM25",9.37271385084391
"CLDP0001","2021-03-11 01:00:00","2021-03-11 02:00:00","PM25",10.3570420574725
"CLDP0001","2021-03-11 02:00:00","2021-03-11 03:00:00","PM25",11.5323099167824
"CLDP0001","2021-03-11 03:00:00","2021-03-11 04:00:00","PM25",10.9942005656838
"CLDP0001","2021-03-11 04:00:00","2021-03-11 05:00:00","PM25",11.3941070489764
"CLDP0001","2021-03-11 05:00:00","2021-03-11 06:00:00","PM25",11.7180397898138
"CLDP0001","2021-03-11 06:00:00","2021-03-11 07:00:00","PM25",11.9443614238977
"CLDP0001","2021-03-11 07:00:00","2021-03-11 08:00:00","PM25",11.4312142500162
"CLDP0001","2021-03-11 08:00:00","2021-03-11 09:00:00","PM25",5.37761404364109
"CLDP0001","2021-03-11 09:00:00","2021-03-11 10:00:00","PM25",6.19168162217289
"CLDP0001","2021-03-11 10:00:00","2021-03-11 11:00:00","PM25",7.35349362541288
"CLDP0001","2021-03-11 11:00:00","2021-03-11 12:00:00","PM25",6.69122790643871
"CLDP0001","2021-03-11 12:00:00","2021-03-11 13:00:00","PM25",11.6225620455027
"CLDP0001","2021-03-11 13:00:00","2021-03-11 14:00:00","PM25",8.77684947663844
"CLDP0001","2021-03-11 14:00:00","2021-03-11 15:00:00","PM25",7.35796823783517
"CLDP0001","2021-03-11 15:00:00","2021-03-11 16:00:00","PM25",6.75222798115686
"CLDP0001","2021-03-11 16:00:00","2021-03-11 17:00:00","PM25",6.50203094190657
"CLDP0001","2021-03-11 17:00:00","2021-03-11 18:00:00","PM25",5.20559540673457
"CLDP0001","2021-03-11 18:00:00","2021-03-11 19:00:00","PM25",7.60816547095329
"CLDP0001","2021-03-11 19:00:00","2021-03-11 20:00:00","PM25",6.04114145446867
"CLDP0001","2021-03-11 20:00:00","2021-03-11 21:00:00","PM25",7.39235924850702
"CLDP0001","2021-03-11 21:00:00","2021-03-11 22:00:00","PM25",6.13990357495025
"CLDP0001","2021-03-11 22:00:00","2021-03-11 23:00:00","PM25",6.32158549784422
"CLDP0001","2021-03-11 23:00:00","2021-03-12 00:00:00","PM25",5.62634095250741
"CLDP0001","2021-03-12 00:00:00","2021-03-12 01:00:00","PM25",4.42161324253082
"CLDP0001","2021-03-12 01:00:00","2021-03-12 02:00:00","PM25",5.98674636330605
"CLDP0001","2021-03-12 02:00:00","2021-03-12 03:00:00","PM25",5.00004643096924
"CLDP0001","2021-03-12 03:00:00","2021-03-12 04:00:00","PM25",4.83009165456295
"CLDP0001","2021-03-12 04:00:00","2021-03-12 05:00:00","PM25",5.05836158599854
"CLDP0001","2021-03-12 05:00:00","2021-03-12 06:00:00","PM25",3.91897765865326
"CLDP0001","2021-03-12 06:00:00","2021-03-12 07:00:00","PM25",6.09266936149597
"CLDP0001","2021-03-12 07:00:00","2021-03-12 08:00:00","PM25",9.35136166324616
"CLDP0001","2021-03-12 08:00:00","2021-03-12 09:00:00","PM25",5.78391340675354
"CLDP0001","2021-03-12 09:00:00","2021-03-12 10:00:00","PM25",8.24180060853958
"CLDP0001","2021-03-12 10:00:00","2021-03-12 11:00:00","PM25",7.10689329662323
"CLDP0001","2021-03-12 11:00:00","2021-03-12 12:00:00","PM25",4.8914313822031
"CLDP0001","2021-03-12 12:00:00","2021-03-12 13:00:00","PM25",6.56620777549744
"CLDP0001","2021-03-12 13:00:00","2021-03-12 14:00:00","PM25",11.8046803249359
"CLDP0001","2021-03-12 14:00:00","2021-03-12 15:00:00","PM25",18.9464534210205
"CLDP0001","2021-03-12 15:00:00","2021-03-12 16:00:00","PM25",7.68593146910668
"CLDP0001","2021-03-12 16:00:00","2021-03-12 17:00:00","PM25",26.0411010660172
"CLDP0001","2021-03-12 17:00:00","2021-03-12 18:00:00","PM25",7.96404746451378
"CLDP0001","2021-03-12 18:00:00","2021-03-12 19:00:00","PM25",7.73759245624542
"CLDP0001","2021-03-12 19:00:00","2021-03-12 20:00:00","PM25",8.41039446535111
"CLDP0001","2021-03-12 20:00:00","2021-03-12 21:00:00","PM25",10.3295926879883
"CLDP0001","2021-03-12 21:00:00","2021-03-12 22:00:00","PM25",8.69713129510879
"CLDP0001","2021-03-12 22:00:00","2021-03-12 23:00:00","PM25",5.71882324924469
"CLDP0001","2021-03-12 23:00:00","2021-03-13 00:00:00","PM25",4.40724624743462
"CLDP0001","2021-03-13 00:00:00","2021-03-13 01:00:00","PM25",3.69992505167723
"CLDP0001","2021-03-13 01:00:00","2021-03-13 02:00:00","PM25",3.58946587358341
"CLDP0001","2021-03-13 02:00:00","2021-03-13 03:00:00","PM25",2.59950192487817
"CLDP0001","2021-03-13 03:00:00","2021-03-13 04:00:00","PM25",3.31618117132336
"CLDP0001","2021-03-13 04:00:00","2021-03-13 05:00:00","PM25",4.01671348141432
"CLDP0001","2021-03-13 05:00:00","2021-03-13 06:00:00","PM25",4.52732653025836
"CLDP0001","2021-03-13 06:00:00","2021-03-13 07:00:00","PM25",3.98336735539436
"CLDP0001","2021-03-13 07:00:00","2021-03-13 08:00:00","PM25",3.56142113664299
"CLDP0001","2021-03-13 08:00:00","2021-03-13 09:00:00","PM25",3.67491541840434
"CLDP0001","2021-03-13 09:00:00","2021-03-13 10:00:00","PM25",3.88272179575563
"CLDP0001","2021-03-13 10:00:00","2021-03-13 11:00:00","PM25",3.57487694990933
"CLDP0001","2021-03-13 11:00:00","2021-03-13 12:00:00","PM25",3.36759659505188
"CLDP0001","2021-03-13 12:00:00","2021-03-13 13:00:00","PM25",4.93697027455568
"CLDP0001","2021-03-13 13:00:00","2021-03-13 14:00:00","PM25",4.91801068803966
"CLDP0001","2021-03-13 14:00:00","2021-03-13 15:00:00","PM25",4.19995539896488
"CLDP0001","2021-03-13 15:00:00","2021-03-13 16:00:00","PM25",4.16468708034903
"CLDP0001","2021-03-13 16:00:00","2021-03-13 17:00:00","PM25",11.3844798654795
"CLDP0001","2021-03-13 17:00:00","2021-03-13 18:00:00","PM25",4.22217274048105
"CLDP0001","2021-03-13 18:00:00","2021-03-13 19:00:00","PM25",4.55324652894139
"CLDP0001","2021-03-13 19:00:00","2021-03-13 20:00:00","PM25",4.70148324893713
"CLDP0001","2021-03-13 20:00:00","2021-03-13 21:00:00","PM25",6.90293627231121
"CLDP0001","2021-03-13 21:00:00","2021-03-13 22:00:00","PM25",7.43912561460137
"CLDP0001","2021-03-13 22:00:00","2021-03-13 23:00:00","PM25",5.30054049592018
"CLDP0001","2021-03-13 23:00:00","2021-03-14 00:00:00","PM25",5.63721920611262
"CLDP0001","2021-03-14 00:00:00","2021-03-14 01:00:00","PM25",5.19394292825971
"CLDP0001","2021-03-14 01:00:00","2021-03-14 02:00:00","PM25",5.24022863580159
"CLDP0001","2021-03-14 02:00:00","2021-03-14 03:00:00","PM25",4.81237281058175
"CLDP0001","2021-03-14 03:00:00","2021-03-14 04:00:00","PM25",4.34979028944969
"CLDP0001","2021-03-14 04:00:00","2021-03-14 05:00:00","PM25",4.22194287063054
"CLDP0001","2021-03-14 05:00:00","2021-03-14 06:00:00","PM25",4.23737144512449
"CLDP0001","2021-03-14 06:00:00","2021-03-14 07:00:00","PM25",4.49451430288042
"CLDP0001","2021-03-14 07:00:00","2021-03-14 08:00:00","PM25",4.51489849916186
"CLDP0001","2021-03-14 08:00:00","2021-03-14 09:00:00","PM25",4.54619249937875
"CLDP0001","2021-03-14 09:00:00","2021-03-14 10:00:00","PM25",5.08272230456216
"CLDP0001","2021-03-14 10:00:00","2021-03-14 11:00:00","PM25",4.9006501531056
"CLDP0001","2021-03-14 11:00:00","2021-03-14 12:00:00","PM25",4.47576533187798
"CLDP0001","2021-03-14 12:00:00","2021-03-14 13:00:00","PM25",4.55622860085624
"CLDP0001","2021-03-14 13:00:00","2021-03-14 14:00:00","PM25",4.45797753400121
"CLDP0001","2021-03-14 14:00:00","2021-03-14 15:00:00","PM25",6.16080006130764
"CLDP0001","2021-03-14 15:00:00","2021-03-14 16:00:00","PM25",6.55311761026382
"CLDP0001","2021-03-14 16:00:00","2021-03-14 17:00:00","PM25",5.75401505519322
"CLDP0001","2021-03-14 17:00:00","2021-03-14 18:00:00","PM25",7.10435207552229
"CLDP0001","2021-03-14 18:00:00","2021-03-14 19:00:00","PM25",6.02748507221767
"CLDP0001","2021-03-14 19:00:00","2021-03-14 20:00:00","PM25",7.86683064210074
"CLDP0001","2021-03-14 20:00:00","2021-03-14 21:00:00","PM25",7.44576551350185
"CLDP0001","2021-03-14 21:00:00","2021-03-14 22:00:00","PM25",8.61088475385393
"CLDP0001","2021-03-14 22:00:00","2021-03-14 23:00:00","PM25",8.79706926204136
"CLDP0001","2021-03-14 23:00:00","2021-03-15 00:00:00","PM25",8.29482354322161
"CLDP0001","2021-03-15 00:00:00","2021-03-15 01:00:00","PM25",7.38342796838284
"CLDP0001","2021-03-15 01:00:00","2021-03-15 02:00:00","PM25",6.38899296796322
"CLDP0001","2021-03-15 02:00:00","2021-03-15 03:00:00","PM25",6.49251445299387
"CLDP0001","2021-03-15 03:00:00","2021-03-15 04:00:00","PM25",7.14888965493441
"CLDP0001","2021-03-15 04:00:00","2021-03-15 05:00:00","PM25",7.74104812479019
"CLDP0001","2021-03-15 05:00:00","2021-03-15 06:00:00","PM25",7.39529083503783
"CLDP0001","2021-03-15 06:00:00","2021-03-15 07:00:00","PM25",8.54918065285683
"CLDP0001","2021-03-15 07:00:00","2021-03-15 08:00:00","PM25",14.3820811761022
"CLDP0001","2021-03-15 08:00:00","2021-03-15 09:00:00","PM25",11.2106522331238
"CLDP0001","2021-03-15 09:00:00","2021-03-15 10:00:00","PM25",12.0351213975847
"CLDP0001","2021-03-15 10:00:00","2021-03-15 11:00:00","PM25",9.51611385381222
"CLDP0003","2021-03-08 00:00:00","2021-03-08 01:00:00","NO2",67.1095113260905
"CLDP0003","2021-03-08 01:00:00","2021-03-08 02:00:00","NO2",66.6280802647023
"CLDP0003","2021-03-08 02:00:00","2021-03-08 03:00:00","NO2",63.7037182071157
"CLDP0003","2021-03-08 03:00:00","2021-03-08 04:00:00","NO2",61.5295536359019
"CLDP0003","2021-03-08 04:00:00","2021-03-08 05:00:00","NO2",58.0876193424786
"CLDP0003","2021-03-08 05:00:00","2021-03-08 06:00:00","NO2",58.5616841206448
"CLDP0003","2021-03-08 06:00:00","2021-03-08 07:00:00","NO2",61.1931294842064
"CLDP0003","2021-03-08 07:00:00","2021-03-08 08:00:00","NO2",62.7005091165551
"CLDP0003","2021-03-08 08:00:00","2021-03-08 09:00:00","NO2",61.8040716955198
"CLDP0003","2021-03-08 09:00:00","2021-03-08 10:00:00","NO2",60.5277443510331
"CLDP0003","2021-03-08 10:00:00","2021-03-08 11:00:00","NO2",52.3621481911718
"CLDP0003","2021-03-08 11:00:00","2021-03-08 12:00:00","NO2",46.5432219616297
"CLDP0003","2021-03-08 12:00:00","2021-03-08 13:00:00","NO2",44.7047407452324
"CLDP0003","2021-03-08 13:00:00","2021-03-08 14:00:00","NO2",46.8995364783312
"CLDP0003","2021-03-08 14:00:00","2021-03-08 15:00:00","NO2",44.8268921414141
"CLDP0003","2021-03-08 15:00:00","2021-03-08 16:00:00","NO2",39.539871811065
"CLDP0003","2021-03-08 16:00:00","2021-03-08 17:00:00","NO2",31.9369643229848
"CLDP0003","2021-03-08 17:00:00","2021-03-08 18:00:00","NO2",35.8458976938868
"CLDP0003","2021-03-08 18:00:00","2021-03-08 19:00:00","NO2",51.7522484899133
"CLDP0003","2021-03-08 19:00:00","2021-03-08 20:00:00","NO2",59.7551388663848
"CLDP0003","2021-03-08 20:00:00","2021-03-08 21:00:00","NO2",59.0644075038162
"CLDP0003","2021-03-08 21:00:00","2021-03-08 22:00:00","NO2",66.2711341536912
"CLDP0003","2021-03-08 22:00:00","2021-03-08 23:00:00","NO2",67.3210664149809
"CLDP0003","2021-03-08 23:00:00","2021-03-09 00:00:00","NO2",62.9135855932643
"CLDP0003","2021-03-09 00:00:00","2021-03-09 01:00:00","NO2",52.9294204996535
"CLDP0003","2021-03-09 01:00:00","2021-03-09 02:00:00","NO2",50.1986486233836
"CLDP0003","2021-03-09 02:00:00","2021-03-09 03:00:00","NO2",42.6868413948025
"CLDP0003","2021-03-09 03:00:00","2021-03-09 04:00:00","NO2",38.4076973276313
"CLDP0003","2021-03-09 04:00:00","2021-03-09 05:00:00","NO2",35.8981364187944
"CLDP0003","2021-03-09 05:00:00","2021-03-09 06:00:00","NO2",38.8005637705826
"CLDP0003","2021-03-09 06:00:00","2021-03-09 07:00:00","NO2",48.072157896946
"CLDP0003","2021-03-09 07:00:00","2021-03-09 08:00:00","NO2",52.1327023422384
"CLDP0003","2021-03-09 08:00:00","2021-03-09 09:00:00","NO2",48.4111687443127
"CLDP0003","2021-03-09 09:00:00","2021-03-09 10:00:00","NO2",40.0232618980522
"CLDP0003","2021-03-09 10:00:00","2021-03-09 11:00:00","NO2",34.541723652147
"CLDP0003","2021-03-09 11:00:00","2021-03-09 12:00:00","NO2",28.4940893288635
"CLDP0003","2021-03-09 12:00:00","2021-03-09 13:00:00","NO2",28.0940288828251
"CLDP0003","2021-03-09 13:00:00","2021-03-09 14:00:00","NO2",26.4707593435077
"CLDP0003","2021-03-09 14:00:00","2021-03-09 15:00:00","NO2",23.4927833612019
"CLDP0003","2021-03-09 15:00:00","2021-03-09 16:00:00","NO2",22.0670049823617
"CLDP0003","2021-03-09 16:00:00","2021-03-09 17:00:00","NO2",24.1692644791113
"CLDP0003","2021-03-09 17:00:00","2021-03-09 18:00:00","NO2",31.3663984993622
"CLDP0003","2021-03-09 18:00:00","2021-03-09 19:00:00","NO2",36.6959205381121
"CLDP0003","2021-03-09 19:00:00","2021-03-09 20:00:00","NO2",35.0195857433393
"CLDP0003","2021-03-09 20:00:00","2021-03-09 21:00:00","NO2",31.079577052737
"CLDP0003","2021-03-09 21:00:00","2021-03-09 22:00:00","NO2",22.7309118495292
"CLDP0003","2021-03-09 22:00:00","2021-03-09 23:00:00","NO2",15.948709753799
"CLDP0003","2021-03-09 23:00:00","2021-03-10 00:00:00","NO2",14.6827484158162
"CLDP0003","2021-03-10 00:00:00","2021-03-10 01:00:00","NO2",12.2274182048202
"CLDP0003","2021-03-10 01:00:00","2021-03-10 02:00:00","NO2",11.876278256998
"CLDP0003","2021-03-10 02:00:00","2021-03-10 03:00:00","NO2",12.0040554964007
"CLDP0003","2021-03-10 03:00:00","2021-03-10 04:00:00","NO2",9.35348990344744
"CLDP0003","2021-03-10 04:00:00","2021-03-10 05:00:00","NO2",6.73216492807306
"CLDP0003","2021-03-10 05:00:00","2021-03-10 06:00:00","NO2",9.38826203119748
"CLDP0003","2021-03-10 06:00:00","2021-03-10 07:00:00","NO2",13.2631756917954
"CLDP0003","2021-03-10 07:00:00","2021-03-10 08:00:00","NO2",15.9285747297528
"CLDP0003","2021-03-10 08:00:00","2021-03-10 09:00:00","NO2",15.3267045431542
"CLDP0003","2021-03-10 09:00:00","2021-03-10 10:00:00","NO2",15.3000629226826
"CLDP0003","2021-03-10 10:00:00","2021-03-10 11:00:00","NO2",14.7173581090149
"CLDP0003","2021-03-10 11:00:00","2021-03-10 12:00:00","NO2",14.4509935262587
"CLDP0003","2021-03-10 12:00:00","2021-03-10 13:00:00","NO2",13.8874747312098
"CLDP0003","2021-03-10 13:00:00","2021-03-10 14:00:00","NO2",13.7195431331212
"CLDP0003","2021-03-10 14:00:00","2021-03-10 15:00:00","NO2",14.0472823850194
"CLDP0003","2021-03-10 15:00:00","2021-03-10 16:00:00","NO2",15.2768444218543
"CLDP0003","2021-03-10 16:00:00","2021-03-10 17:00:00","NO2",12.2410907025715
"CLDP0003","2021-03-10 17:00:00","2021-03-10 18:00:00","NO2",10.8846327768563
"CLDP0003","2021-03-10 18:00:00","2021-03-10 19:00:00","NO2",9.73783187717175
"CLDP0003","2021-03-10 19:00:00","2021-03-10 20:00:00","NO2",10.0655605416326
"CLDP0003","2021-03-10 20:00:00","2021-03-10 21:00:00","NO2",9.36683892288096
"CLDP0003","2021-03-10 21:00:00","2021-03-10 22:00:00","NO2",11.3284291127741
"CLDP0003","2021-03-10 22:00:00","2021-03-10 23:00:00","NO2",12.376670581994
"CLDP0003","2021-03-10 23:00:00","2021-03-11 00:00:00","NO2",8.07969804238588
"CLDP0003","2021-03-11 00:00:00","2021-03-11 01:00:00","NO2",7.83620783232098
"CLDP0003","2021-03-11 01:00:00","2021-03-11 02:00:00","NO2",6.2253725995735
"CLDP0003","2021-03-11 02:00:00","2021-03-11 03:00:00","NO2",5.40579066174395
"CLDP0003","2021-03-11 03:00:00","2021-03-11 04:00:00","NO2",4.93761394862864
"CLDP0003","2021-03-11 04:00:00","2021-03-11 05:00:00","NO2",5.34283639187553
"CLDP0003","2021-03-11 05:00:00","2021-03-11 06:00:00","NO2",7.11402151210952
"CLDP0003","2021-03-11 06:00:00","2021-03-11 07:00:00","NO2",9.09742115764868
"CLDP0003","2021-03-11 07:00:00","2021-03-11 08:00:00","NO2",11.318191690155
"CLDP0003","2021-03-11 08:00:00","2021-03-11 09:00:00","NO2",11.8851685209572
"CLDP0003","2021-03-11 09:00:00","2021-03-11 10:00:00","NO2",11.23748766753
"CLDP0003","2021-03-11 10:00:00","2021-03-11 11:00:00","NO2",10.1960362340891
"CLDP0003","2021-03-11 11:00:00","2021-03-11 12:00:00","NO2",10.1090495239264
"CLDP0003","2021-03-11 12:00:00","2021-03-11 13:00:00","NO2",12.9459827019816
"CLDP0003","2021-03-11 13:00:00","2021-03-11 14:00:00","NO2",12.8845925610133
"CLDP0003","2021-03-11 14:00:00","2021-03-11 15:00:00","NO2",13.6925565554209
"CLDP0003","2021-03-11 15:00:00","2021-03-11 16:00:00","NO2",15.025481274322
"CLDP0003","2021-03-11 16:00:00","2021-03-11 17:00:00","NO2",15.5206010586918
"CLDP0003","2021-03-11 17:00:00","2021-03-11 18:00:00","NO2",13.7834046803718
"CLDP0003","2021-03-11 18:00:00","2021-03-11 19:00:00","NO2",13.7150574243349
"CLDP0003","2021-03-11 19:00:00","2021-03-11 20:00:00","NO2",13.9215954911456
"CLDP0003","2021-03-11 20:00:00","2021-03-11 21:00:00","NO2",14.0756731192961
"CLDP0003","2021-03-11 21:00:00","2021-03-11 22:00:00","NO2",12.4763845446444
"CLDP0003","2021-03-11 22:00:00","2021-03-11 23:00:00","NO2",12.3757127020545
"CLDP0003","2021-03-11 23:00:00","2021-03-12 00:00:00","NO2",12.2682133076016
"CLDP0003","2021-03-12 00:00:00","2021-03-12 01:00:00","NO2",13.1762230526605
"CLDP0003","2021-03-12 01:00:00","2021-03-12 02:00:00","NO2",11.3299168432665
"CLDP0003","2021-03-12 02:00:00","2021-03-12 03:00:00","NO2",11.4266484575781
"CLDP0003","2021-03-12 03:00:00","2021-03-12 04:00:00","NO2",10.1633800443448
"CLDP0003","2021-03-12 04:00:00","2021-03-12 05:00:00","NO2",8.89522823119935
"CLDP0003","2021-03-12 05:00:00","2021-03-12 06:00:00","NO2",9.02557760630224
"CLDP0003","2021-03-12 06:00:00","2021-03-12 07:00:00","NO2",12.6115792097639
"CLDP0003","2021-03-12 07:00:00","2021-03-12 08:00:00","NO2",15.9807672093432
"CLDP0003","2021-03-12 08:00:00","2021-03-12 09:00:00","NO2",16.7359250271105
"CLDP0003","2021-03-12 09:00:00","2021-03-12 10:00:00","NO2",14.1755158353542
"CLDP0003","2021-03-12 10:00:00","2021-03-12 11:00:00","NO2",11.8824850507821
"CLDP0003","2021-03-12 11:00:00","2021-03-12 12:00:00","NO2",7.53900015187232
"CLDP0003","2021-03-12 12:00:00","2021-03-12 13:00:00","NO2",7.40149600167534
"CLDP0003","2021-03-12 13:00:00","2021-03-12 14:00:00","NO2",9.23031196853833
"CLDP0003","2021-03-12 14:00:00","2021-03-12 15:00:00","NO2",10.1769195875886
"CLDP0003","2021-03-12 15:00:00","2021-03-12 16:00:00","NO2",10.6896685466003
"CLDP0003","2021-03-12 16:00:00","2021-03-12 17:00:00","NO2",13.3305669584904
"CLDP0003","2021-03-12 17:00:00","2021-03-12 18:00:00","NO2",14.6227238380748
"CLDP0003","2021-03-12 18:00:00","2021-03-12 19:00:00","NO2",16.2414186331114
"CLDP0003","2021-03-12 19:00:00","2021-03-12 20:00:00","NO2",16.644540539056
"CLDP0003","2021-03-12 20:00:00","2021-03-12 21:00:00","NO2",12.3750471063998
"CLDP0003","2021-03-12 21:00:00","2021-03-12 22:00:00","NO2",9.33239202786325
"CLDP0003","2021-03-12 22:00:00","2021-03-12 23:00:00","NO2",7.4522038718971
"CLDP0003","2021-03-12 23:00:00","2021-03-13 00:00:00","NO2",7.16941508257022
"CLDP0003","2021-03-13 00:00:00","2021-03-13 01:00:00","NO2",8.43641641364549
"CLDP0003","2021-03-13 01:00:00","2021-03-13 02:00:00","NO2",7.30734231151532
"CLDP0003","2021-03-13 02:00:00","2021-03-13 03:00:00","NO2",4.50021648053608
"CLDP0003","2021-03-13 03:00:00","2021-03-13 04:00:00","NO2",5.28391707092503
"CLDP0003","2021-03-13 04:00:00","2021-03-13 05:00:00","NO2",6.00425764757347
"CLDP0003","2021-03-13 05:00:00","2021-03-13 06:00:00","NO2",6.23637562662544
"CLDP0003","2021-03-13 06:00:00","2021-03-13 07:00:00","NO2",8.19950040446318
"CLDP0003","2021-03-13 07:00:00","2021-03-13 08:00:00","NO2",10.9875702883421
"CLDP0003","2021-03-13 08:00:00","2021-03-13 09:00:00","NO2",11.0787028818529
"CLDP0003","2021-03-13 09:00:00","2021-03-13 10:00:00","NO2",11.0083560702284
