"site_code","measurement_start_utc","measurement_end_utc","species_code","value"
"CLDP0026","2021-03-11 00:00:00","2021-03-11 01:00:00","NO2",12.1105891265388
"CLDP0026","2021-03-08 00:00:00","2021-03-08 01:00:00","NO2",73.5965816840821
"CLDP0026","2021-03-08 01:00:00","2021-03-08 02:00:00","NO2",69.6871618843933
"CLDP0026","2021-03-08 02:00:00","2021-03-08 03:00:00","NO2",66.7183812856655
"CLDP0026","2021-03-08 03:00:00","2021-03-08 04:00:00","NO2",62.0128489544461
"CLDP0026","2021-03-08 04:00:00","2021-03-08 05:00:00","NO2",53.4617586611116
"CLDP0026","2021-03-08 05:00:00","2021-03-08 06:00:00","NO2",56.1203772227525
"CLDP0026","2021-03-08 06:00:00","2021-03-08 07:00:00","NO2",60.9084987117408
"CLDP0026","2021-03-08 07:00:00","2021-03-08 08:00:00","NO2",61.098028876816
"CLDP0026","2021-03-08 08:00:00","2021-03-08 09:00:00","NO2",57.4991952919753
"CLDP0026","2021-03-08 09:00:00","2021-03-08 10:00:00","NO2",54.4304451342336
"CLDP0026","2021-03-08 10:00:00","2021-03-08 11:00:00","NO2",50.8146867608236
"CLDP0026","2021-03-08 11:00:00","2021-03-08 12:00:00","NO2",39.1280644934081
"CLDP0026","2021-03-08 12:00:00","2021-03-08 13:00:00","NO2",36.5077258038674
"CLDP0026","2021-03-08 13:00:00","2021-03-08 14:00:00","NO2",38.6124772600678
"CLDP0026","2021-03-08 14:00:00","2021-03-08 15:00:00","NO2",40.791075087304
"CLDP0026","2021-03-08 15:00:00","2021-03-08 16:00:00","NO2",41.3107156032172
"CLDP0026","2021-03-08 16:00:00","2021-03-08 17:00:00","NO2",36.7148342541776
"CLDP0026","2021-03-08 17:00:00","2021-03-08 18:00:00","NO2",42.6742059553393
"CLDP0026","2021-03-08 18:00:00","2021-03-08 19:00:00","NO2",47.0875968392662
"CLDP0026","2021-03-08 19:00:00","2021-03-08 20:00:00","NO2",52.1606438288686
"CLDP0026","2021-03-08 20:00:00","2021-03-08 21:00:00","NO2",63.7279560718068
"CLDP0026","2021-03-08 21:00:00","2021-03-08 22:00:00","NO2",69.4481278174109
"CLDP0026","2021-03-08 22:00:00","2021-03-08 23:00:00","NO2",63.9194407991985
"CLDP0026","2021-03-08 23:00:00","2021-03-09 00:00:00","NO2",62.0690382439693
"CLDP0026","2021-03-09 00:00:00","2021-03-09 01:00:00","NO2",52.0470117958731
"CLDP0026","2021-03-09 01:00:00","2021-03-09 02:00:00","NO2",49.403469627242
"CLDP0026","2021-03-09 02:00:00","2021-03-09 03:00:00","NO2",43.8422512457824
"CLDP0026","2021-03-09 03:00:00","2021-03-09 04:00:00","NO2",41.8163168536737
"CLDP0026","2021-03-09 04:00:00","2021-03-09 05:00:00","NO2",40.7059539172382
"CLDP0026","2021-03-09 05:00:00","2021-03-09 06:00:00","NO2",43.3040241777255
"CLDP0026","2021-03-09 06:00:00","2021-03-09 07:00:00","NO2",48.2440697118962
"CLDP0026","2021-03-09 07:00:00","2021-03-09 08:00:00","NO2",49.0725913723232
"CLDP0026","2021-03-09 08:00:00","2021-03-09 09:00:00","NO2",47.0999018997807
"CLDP0026","2021-03-09 09:00:00","2021-03-09 10:00:00","NO2",44.5963870724926
"CLDP0026","2021-03-09 10:00:00","2021-03-09 11:00:00","NO2",35.6871512216499
"CLDP0026","2021-03-09 11:00:00","2021-03-09 12:00:00","NO2",30.2630595037862
"CLDP0026","2021-03-09 12:00:00","2021-03-09 13:00:00","NO2",26.4762425121156
"CLDP0026","2021-03-09 13:00:00","2021-03-09 14:00:00","NO2",23.7749724614879
"CLDP0026","2021-03-09 14:00:00","2021-03-09 15:00:00","NO2",23.1716875643737
"CLDP0026","2021-03-09 15:00:00","2021-03-09 16:00:00","NO2",26.9690325989731
"CLDP0026","2021-03-09 16:00:00","2021-03-09 17:00:00","NO2",32.6284658497789
"CLDP0026","2021-03-09 17:00:00","2021-03-09 18:00:00","NO2",37.0553138330058
"CLDP0026","2021-03-09 18:00:00","2021-03-09 19:00:00","NO2",38.5011610845017
"CLDP0026","2021-03-09 19:00:00","2021-03-09 20:00:00","NO2",40.7586962997806
"CLDP0026","2021-03-09 20:00:00","2021-03-09 21:00:00","NO2",42.1608352760847
"CLDP0026","2021-03-09 21:00:00","2021-03-09 22:00:00","NO2",39.3226788629097
"CLDP0026","2021-03-09 22:00:00","2021-03-09 23:00:00","NO2",36.9524562564255
"CLDP0026","2021-03-09 23:00:00","2021-03-10 00:00:00","NO2",35.621304958663
"CLDP0026","2021-03-10 00:00:00","2021-03-10 01:00:00","NO2",27.8489092910371
"CLDP0026","2021-03-10 01:00:00","2021-03-10 02:00:00","NO2",30.0793940939914
"CLDP0026","2021-03-10 02:00:00","2021-03-10 03:00:00","NO2",31.5169149958436
"CLDP0026","2021-03-10 03:00:00","2021-03-10 04:00:00","NO2",25.4505759805378
"CLDP0026","2021-03-10 04:00:00","2021-03-10 05:00:00","NO2",22.7060515324171
"CLDP0026","2021-03-10 05:00:00","2021-03-10 06:00:00","NO2",19.6926763711864
"CLDP0026","2021-03-10 06:00:00","2021-03-10 07:00:00","NO2",25.1554038104109
"CLDP0026","2021-03-10 07:00:00","2021-03-10 08:00:00","NO2",26.1756535222286
"CLDP0026","2021-03-10 08:00:00","2021-03-10 09:00:00","NO2",26.4194121703183
"CLDP0026","2021-03-10 09:00:00","2021-03-10 10:00:00","NO2",29.1600569837214
"CLDP0026","2021-03-10 10:00:00","2021-03-10 11:00:00","NO2",26.8091020055636
"CLDP0026","2021-03-10 11:00:00","2021-03-10 12:00:00","NO2",23.3581063624286
"CLDP0026","2021-03-10 12:00:00","2021-03-10 13:00:00","NO2",21.1836549863433
"CLDP0026","2021-03-10 13:00:00","2021-03-10 14:00:00","NO2",20.8540906278197
"CLDP0026","2021-03-10 14:00:00","2021-03-10 15:00:00","NO2",18.9839646005463
"CLDP0026","2021-03-10 15:00:00","2021-03-10 16:00:00","NO2",21.8063908063477
"CLDP0026","2021-03-10 16:00:00","2021-03-10 17:00:00","NO2",19.2859874010492
"CLDP0026","2021-03-10 17:00:00","2021-03-10 18:00:00","NO2",16.2374814057573
"CLDP0026","2021-03-10 18:00:00","2021-03-10 19:00:00","NO2",19.1488859081343
"CLDP0026","2021-03-10 19:00:00","2021-03-10 20:00:00","NO2",18.7488783509332
"CLDP0026","2021-03-10 20:00:00","2021-03-10 21:00:00","NO2",18.1207575275532
"CLDP0026","2021-03-10 21:00:00","2021-03-10 22:00:00","NO2",20.2727863964053
"CLDP0026","2021-03-10 22:00:00","2021-03-10 23:00:00","NO2",21.3080883112696
"CLDP0026","2021-03-10 23:00:00","2021-03-11 00:00:00","NO2",16.6516942502717
"CLDP0026","2021-03-15 11:00:00","2021-03-15 12:00:00","NO2",19.6849059028538
"CLDP0026","2021-03-15 12:00:00","2021-03-15 13:00:00","NO2",24.3900908565724
"CLDP0026","2021-03-15 13:00:00","2021-03-15 14:00:00","NO2",18.3882696709522
"CLDP0026","2021-03-15 14:00:00","2021-03-15 15:00:00","NO2",25.8380847328391
"CLDP0026","2021-03-15 15:00:00","2021-03-15 16:00:00","NO2",18.9553959791834
"CLDP0026","2021-03-15 16:00:00","2021-03-15 17:00:00","NO2",24.9209047919515
"CLDP0026","2021-03-15 17:00:00","2021-03-15 18:00:00","NO2",29.5088894005878
"CLDP0026","2021-03-15 18:00:00","2021-03-15 19:00:00","NO2",34.9677832869853
"CLDP0026","2021-03-15 19:00:00","2021-03-15 20:00:00","NO2",45.32601096099
"CLDP0026","2021-03-15 20:00:00","2021-03-15 21:00:00","NO2",48.7389220357446
"CLDP0026","2021-03-15 21:00:00","2021-03-15 22:00:00","NO2",40.1263990245225
"CLDP0026","2021-03-15 22:00:00","2021-03-15 23:00:00","NO2",33.8360393444042
"CLDP0026","2021-03-15 23:00:00","2021-03-16 00:00:00","NO2",32.1698840771938
"CLDP0026","2021-03-11 01:00:00","2021-03-11 02:00:00","NO2",8.63189426317369
"CLDP0026","2021-03-11 02:00:00","2021-03-11 03:00:00","NO2",5.43051578414893
"CLDP0026","2021-03-11 03:00:00","2021-03-11 04:00:00","NO2",3.58462227499906
"CLDP0026","2021-03-11 04:00:00","2021-03-11 05:00:00","NO2",2.8993006850633
"CLDP0026","2021-03-11 05:00:00","2021-03-11 06:00:00","NO2",4.1800321439598
"CLDP0026","2021-03-11 06:00:00","2021-03-11 07:00:00","NO2",6.17479917080962
"CLDP0026","2021-03-11 07:00:00","2021-03-11 08:00:00","NO2",9.24719414875202
"CLDP0026","2021-03-11 08:00:00","2021-03-11 09:00:00","NO2",9.73766305467883
"CLDP0026","2021-03-11 09:00:00","2021-03-11 10:00:00","NO2",9.88043109787493
"CLDP0026","2021-03-11 10:00:00","2021-03-11 11:00:00","NO2",8.3647007369658
"CLDP0026","2021-03-11 11:00:00","2021-03-11 12:00:00","NO2",7.78190886141493
"CLDP0026","2021-03-11 12:00:00","2021-03-11 13:00:00","NO2",8.46073387587495
"CLDP0026","2021-03-11 13:00:00","2021-03-11 14:00:00","NO2",11.071858831777
"CLDP0026","2021-03-11 14:00:00","2021-03-11 15:00:00","NO2",11.9981702900041
"CLDP0026","2021-03-11 15:00:00","2021-03-11 16:00:00","NO2",11.4334329119524
"CLDP0026","2021-03-11 16:00:00","2021-03-11 17:00:00","NO2",11.6989425201734
"CLDP0026","2021-03-11 17:00:00","2021-03-11 18:00:00","NO2",10.4692186840519
"CLDP0026","2021-03-11 18:00:00","2021-03-11 19:00:00","NO2",9.41936267636245
"CLDP0026","2021-03-11 19:00:00","2021-03-11 20:00:00","NO2",10.6514784887834
"CLDP0026","2021-03-11 20:00:00","2021-03-11 21:00:00","NO2",10.892898905665
"CLDP0026","2021-03-11 21:00:00","2021-03-11 22:00:00","NO2",9.99676853049948
"CLDP0026","2021-03-11 22:00:00","2021-03-11 23:00:00","NO2",9.74071834233006
"CLDP0026","2021-03-11 23:00:00","2021-03-12 00:00:00","NO2",10.3428334442502
"CLDP0026","2021-03-12 00:00:00","2021-03-12 01:00:00","NO2",12.2651254811687
"CLDP0026","2021-03-12 01:00:00","2021-03-12 02:00:00","NO2",10.6749337456426
"CLDP0026","2021-03-12 02:00:00","2021-03-12 03:00:00","NO2",9.78645744210254
"CLDP0026","2021-03-12 03:00:00","2021-03-12 04:00:00","NO2",8.41012570072134
"CLDP0026","2021-03-12 04:00:00","2021-03-12 05:00:00","NO2",9.72262059179607
"CLDP0026","2021-03-12 05:00:00","2021-03-12 06:00:00","NO2",8.54921400977366
"CLDP0026","2021-03-12 06:00:00","2021-03-12 07:00:00","NO2",18.5663136784122
"CLDP0026","2021-03-12 07:00:00","2021-03-12 08:00:00","NO2",23.7810119714835
"CLDP0026","2021-03-12 08:00:00","2021-03-12 09:00:00","NO2",21.9429081074114
"CLDP0026","2021-03-12 09:00:00","2021-03-12 10:00:00","NO2",17.2851813475387
"CLDP0026","2021-03-12 10:00:00","2021-03-12 11:00:00","NO2",10.2510867640446
"CLDP0026","2021-03-12 11:00:00","2021-03-12 12:00:00","NO2",3.78214318944861
"CLDP0026","2021-03-12 12:00:00","2021-03-12 13:00:00","NO2",2.7613750534754
"CLDP0026","2021-03-12 13:00:00","2021-03-12 14:00:00","NO2",4.89108092843352
"CLDP0026","2021-03-12 14:00:00","2021-03-12 15:00:00","NO2",5.04312369716468
"CLDP0026","2021-03-12 15:00:00","2021-03-12 16:00:00","NO2",8.35008781040194
"CLDP0026","2021-03-12 16:00:00","2021-03-12 17:00:00","NO2",16.6344481748055
"CLDP0026","2021-03-12 17:00:00","2021-03-12 18:00:00","NO2",18.6324242553026
"CLDP0026","2021-03-12 18:00:00","2021-03-12 19:00:00","NO2",28.8482673660779
"CLDP0026","2021-03-12 19:00:00","2021-03-12 20:00:00","NO2",32.3651531242996
"CLDP0026","2021-03-12 20:00:00","2021-03-12 21:00:00","NO2",21.3333582049034
"CLDP0026","2021-03-12 21:00:00","2021-03-12 22:00:00","NO2",25.7441065433139
"CLDP0026","2021-03-12 22:00:00","2021-03-12 23:00:00","NO2",23.861970774738
"CLDP0026","2021-03-12 23:00:00","2021-03-13 00:00:00","NO2",17.9799853918355
"CLDP0026","2021-03-13 00:00:00","2021-03-13 01:00:00","NO2",8.67147639667543
"CLDP0026","2021-03-13 01:00:00","2021-03-13 02:00:00","NO2",2.41441965583181
"CLDP0026","2021-03-13 02:00:00","2021-03-13 03:00:00","NO2",1.3954509121022
"CLDP0026","2021-03-13 03:00:00","2021-03-13 04:00:00","NO2",2.23640300158741
"CLDP0026","2021-03-13 04:00:00","2021-03-13 05:00:00","NO2",2.98373662029769
"CLDP0026","2021-03-13 05:00:00","2021-03-13 06:00:00","NO2",3.76820545923059
"CLDP0026","2021-03-13 06:00:00","2021-03-13 07:00:00","NO2",4.8800193344162
"CLDP0026","2021-03-13 07:00:00","2021-03-13 08:00:00","NO2",5.97181423046123
"CLDP0026","2021-03-13 08:00:00","2021-03-13 09:00:00","NO2",6.22926479071586
"CLDP0026","2021-03-13 09:00:00","2021-03-13 10:00:00","NO2",6.74891379536604
"CLDP0026","2021-03-13 10:00:00","2021-03-13 11:00:00","NO2",6.83023387236344
"CLDP0026","2021-03-13 11:00:00","2021-03-13 12:00:00","NO2",6.57793480183442
"CLDP0026","2021-03-13 12:00:00","2021-03-13 13:00:00","NO2",7.02031663174267
"CLDP0026","2021-03-13 13:00:00","2021-03-13 14:00:00","NO2",7.19919989509726
"CLDP0026","2021-03-13 14:00:00","2021-03-13 15:00:00","NO2",15.3017169041275
"CLDP0026","2021-03-13 15:00:00","2021-03-13 16:00:00","NO2",15.6026678836575
"CLDP0026","2021-03-13 16:00:00","2021-03-13 17:00:00","NO2",13.1717077927824
"CLDP0026","2021-03-13 17:00:00","2021-03-13 18:00:00","NO2",13.8851379934856
"CLDP0026","2021-03-13 18:00:00","2021-03-13 19:00:00","NO2",17.2308086773657
"CLDP0026","2021-03-13 19:00:00","2021-03-13 20:00:00","NO2",18.3260765506361
"CLDP0026","2021-03-13 20:00:00","2021-03-13 21:00:00","NO2",16.316327060524
"CLDP0026","2021-03-13 21:00:00","2021-03-13 22:00:00","NO2",14.3141119146123
"CLDP0026","2021-03-13 22:00:00","2021-03-13 23:00:00","NO2",14.1919863764134
"CLDP0026","2021-03-13 23:00:00","2021-03-14 00:00:00","NO2",12.4945255936034
"CLDP0026","2021-03-14 00:00:00","2021-03-14 01:00:00","NO2",11.9677719187666
"CLDP0026","2021-03-14 01:00:00","2021-03-14 02:00:00","NO2",11.7867224175356
"CLDP0026","2021-03-14 02:00:00","2021-03-14 03:00:00","NO2",11.3530297778135
"CLDP0026","2021-03-14 03:00:00","2021-03-14 04:00:00","NO2",10.7061968857106
"CLDP0026","2021-03-14 04:00:00","2021-03-14 05:00:00","NO2",10.8049616406801
"CLDP0026","2021-03-14 05:00:00","2021-03-14 06:00:00","NO2",10.7971136955913
"CLDP0026","2021-03-14 06:00:00","2021-03-14 07:00:00","NO2",11.3737916230334
"CLDP0026","2021-03-14 07:00:00","2021-03-14 08:00:00","NO2",12.2777595616817
"CLDP0026","2021-03-14 08:00:00","2021-03-14 09:00:00","NO2",11.1575003275505
"CLDP0026","2021-03-14 09:00:00","2021-03-14 10:00:00","NO2",9.72084752088764
"CLDP0026","2021-03-14 10:00:00","2021-03-14 11:00:00","NO2",8.01324468345084
"CLDP0026","2021-03-14 11:00:00","2021-03-14 12:00:00","NO2",7.25704777293179
"CLDP0026","2021-03-14 12:00:00","2021-03-14 13:00:00","NO2",8.7257742740497
"CLDP0026","2021-03-14 13:00:00","2021-03-14 14:00:00","NO2",9.59488334810931
"CLDP0026","2021-03-14 14:00:00","2021-03-14 15:00:00","NO2",10.273887932684
"CLDP0026","2021-03-14 15:00:00","2021-03-14 16:00:00","NO2",11.7781615792594
"CLDP0026","2021-03-14 16:00:00","2021-03-14 17:00:00","NO2",12.2357028882321
"CLDP0026","2021-03-14 17:00:00","2021-03-14 18:00:00","NO2",11.7707179757477
"CLDP0026","2021-03-14 18:00:00","2021-03-14 19:00:00","NO2",11.7233837071458
"CLDP0026","2021-03-14 19:00:00","2021-03-14 20:00:00","NO2",11.6489952333802
"CLDP0026","2021-03-14 20:00:00","2021-03-14 21:00:00","NO2",11.8649378615229
"CLDP0026","2021-03-14 21:00:00","2021-03-14 22:00:00","NO2",11.5488260882488
"CLDP0026","2021-03-14 22:00:00","2021-03-14 23:00:00","NO2",11.5040464458353
"CLDP0026","2021-03-14 23:00:00","2021-03-15 00:00:00","NO2",10.2147049796385
"CLDP0026","2021-03-15 00:00:00","2021-03-15 01:00:00","NO2",9.13772273670564
"CLDP0026","2021-03-15 01:00:00","2021-03-15 02:00:00","NO2",5.40048811542755
"CLDP0026","2021-03-15 02:00:00","2021-03-15 03:00:00","NO2",6.54566775825026
"CLDP0026","2021-03-15 03:00:00","2021-03-15 04:00:00","NO2",7.06767984300092
"CLDP0026","2021-03-15 04:00:00","2021-03-15 05:00:00","NO2",9.5280502715125
"CLDP0026","2021-03-15 05:00:00","2021-03-15 06:00:00","NO2",10.2640887261005
"CLDP0026","2021-03-15 06:00:00","2021-03-15 07:00:00","NO2",15.9379035982784
"CLDP0026","2021-03-15 07:00:00","2021-03-15 08:00:00","NO2",22.6105619610991
"CLDP0026","2021-03-15 08:00:00","2021-03-15 09:00:00","NO2",21.6121654887841
"CLDP0026","2021-03-15 09:00:00","2021-03-15 10:00:00","NO2",19.7949625397863
"CLDP0026","2021-03-15 10:00:00","2021-03-15 11:00:00","NO2",16.4867329251921
"CLDP0026","2021-03-13 11:00:00","2021-03-13 12:00:00","PM25",2.55417017355561
"CLDP0026","2021-03-09 00:00:00","2021-03-09 01:00:00","PM25",24.9072290493675
"CLDP0026","2021-03-09 01:00:00","2021-03-09 02:00:00","PM25",23.6115297593897
"CLDP0026","2021-03-09 02:00:00","2021-03-09 03:00:00","PM25",20.036841015625
"CLDP0026","2021-03-09 03:00:00","2021-03-09 04:00:00","PM25",19.3688627671532
"CLDP0026","2021-03-09 04:00:00","2021-03-09 05:00:00","PM25",19.631288668225
"CLDP0026","2021-03-09 05:00:00","2021-03-09 06:00:00","PM25",20.2500584041098
"CLDP0026","2021-03-09 06:00:00","2021-03-09 07:00:00","PM25",24.4418839149302
"CLDP0026","2021-03-09 07:00:00","2021-03-09 08:00:00","PM25",26.0512410164573
"CLDP0026","2021-03-09 08:00:00","2021-03-09 09:00:00","PM25",24.8575145122031
"CLDP0026","2021-03-09 09:00:00","2021-03-09 10:00:00","PM25",24.6036084962264
"CLDP0026","2021-03-09 10:00:00","2021-03-09 11:00:00","PM25",15.0227631528638
"CLDP0026","2021-03-09 11:00:00","2021-03-09 12:00:00","PM25",13.6114670448884
"CLDP0026","2021-03-09 12:00:00","2021-03-09 13:00:00","PM25",12.2947582830559
"CLDP0026","2021-03-09 13:00:00","2021-03-09 14:00:00","PM25",8.90962473709272
"CLDP0026","2021-03-09 14:00:00","2021-03-09 15:00:00","PM25",5.66600054432479
"CLDP0026","2021-03-09 15:00:00","2021-03-09 16:00:00","PM25",5.86124735031543
"CLDP0026","2021-03-09 16:00:00","2021-03-09 17:00:00","PM25",7.09677883812241
"CLDP0026","2021-03-09 17:00:00","2021-03-09 18:00:00","PM25",8.34827392472354
"CLDP0026","2021-03-09 18:00:00","2021-03-09 19:00:00","PM25",8.49374385765947
"CLDP0026","2021-03-09 19:00:00","2021-03-09 20:00:00","PM25",14.4925698499506
"CLDP0026","2021-03-09 20:00:00","2021-03-09 21:00:00","PM25",20.6237407077458
"CLDP0026","2021-03-09 21:00:00","2021-03-09 22:00:00","PM25",20.5329910766255
"CLDP0026","2021-03-09 22:00:00","2021-03-09 23:00:00","PM25",19.6075281938636
"CLDP0026","2021-03-09 23:00:00","2021-03-10 00:00:00","PM25",20.2495044591904
"CLDP0026","2021-03-10 00:00:00","2021-03-10 01:00:00","PM25",20.1899649061783
"CLDP0026","2021-03-10 01:00:00","2021-03-10 02:00:00","PM25",20.1006041477701
"CLDP0026","2021-03-10 02:00:00","2021-03-10 03:00:00","PM25",20.4092980538455
"CLDP0026","2021-03-10 03:00:00","2021-03-10 04:00:00","PM25",22.2167927057681
"CLDP0026","2021-03-10 04:00:00","2021-03-10 05:00:00","PM25",22.191263947851
"CLDP0026","2021-03-10 05:00:00","2021-03-10 06:00:00","PM25",23.5870942086593
"CLDP0026","2021-03-10 06:00:00","2021-03-10 07:00:00","PM25",24.7449287304618
"CLDP0026","2021-03-10 07:00:00","2021-03-10 08:00:00","PM25",25.3457111705946
"CLDP0026","2021-03-10 08:00:00","2021-03-10 09:00:00","PM25",23.870512834653
"CLDP0026","2021-03-10 09:00:00","2021-03-10 10:00:00","PM25",20.3551329139046
"CLDP0026","2021-03-10 10:00:00","2021-03-10 11:00:00","PM25",17.9439304348512
"CLDP0026","2021-03-10 11:00:00","2021-03-10 12:00:00","PM25",12.2392242413231
"CLDP0026","2021-03-10 12:00:00","2021-03-10 13:00:00","PM25",8.21182997328151
"CLDP0026","2021-03-10 13:00:00","2021-03-10 14:00:00","PM25",5.94008960908807
"CLDP0026","2021-03-10 14:00:00","2021-03-10 15:00:00","PM25",4.81226898903847
"CLDP0026","2021-03-10 15:00:00","2021-03-10 16:00:00","PM25",3.41394309930594
"CLDP0026","2021-03-10 16:00:00","2021-03-10 17:00:00","PM25",2.8832445499783
"CLDP0026","2021-03-10 17:00:00","2021-03-10 18:00:00","PM25",2.31428906728029
"CLDP0026","2021-03-10 18:00:00","2021-03-10 19:00:00","PM25",2.6792821962823
"CLDP0026","2021-03-10 19:00:00","2021-03-10 20:00:00","PM25",3.17736659069061
"CLDP0026","2021-03-10 20:00:00","2021-03-10 21:00:00","PM25",1.95349134977123
"CLDP0026","2021-03-10 21:00:00","2021-03-10 22:00:00","PM25",1.512589402208
"CLDP0026","2021-03-10 22:00:00","2021-03-10 23:00:00","PM25",1.95554023106876
"CLDP0026","2021-03-10 23:00:00","2021-03-11 00:00:00","PM25",3.2920766750314
"CLDP0026","2021-03-11 00:00:00","2021-03-11 01:00:00","PM25",9.67321725007762
"CLDP0026","2021-03-11 01:00:00","2021-03-11 02:00:00","PM25",12.2114836093861
"CLDP0026","2021-03-11 02:00:00","2021-03-11 03:00:00","PM25",13.8879716155529
"CLDP0026","2021-03-11 03:00:00","2021-03-11 04:00:00","PM25",13.4807539329529
"CLDP0026","2021-03-11 04:00:00","2021-03-11 05:00:00","PM25",12.924000167825
"CLDP0026","2021-03-11 05:00:00","2021-03-11 06:00:00","PM25",14.1205000701365
"CLDP0026","2021-03-11 06:00:00","2021-03-11 07:00:00","PM25",12.8548769085841
"CLDP0026","2021-03-11 07:00:00","2021-03-11 08:00:00","PM25",8.84596787130833
"CLDP0026","2021-03-11 08:00:00","2021-03-11 09:00:00","PM25",6.15623042468921
"CLDP0026","2021-03-11 09:00:00","2021-03-11 10:00:00","PM25",5.85562039329789
"CLDP0026","2021-03-11 10:00:00","2021-03-11 11:00:00","PM25",4.81273556528378
"CLDP0026","2021-03-11 11:00:00","2021-03-11 12:00:00","PM25",3.88149331479099
"CLDP0026","2021-03-11 12:00:00","2021-03-11 13:00:00","PM25",3.99649469130198
"CLDP0026","2021-03-11 13:00:00","2021-03-11 14:00:00","PM25",4.395926298928
"CLDP0026","2021-03-11 14:00:00","2021-03-11 15:00:00","PM25",4.33604549323497
"CLDP0026","2021-03-11 15:00:00","2021-03-11 16:00:00","PM25",4.35791439410186
"CLDP0026","2021-03-11 16:00:00","2021-03-11 17:00:00","PM25",3.97341622623542
"CLDP0026","2021-03-11 17:00:00","2021-03-11 18:00:00","PM25",4.43562142567066
"CLDP0026","2021-03-11 18:00:00","2021-03-11 19:00:00","PM25",4.90138398132376
"CLDP0026","2021-03-11 19:00:00","2021-03-11 20:00:00","PM25",5.70328316934212
"CLDP0026","2021-03-11 20:00:00","2021-03-11 21:00:00","PM25",8.53451444900036
"CLDP0026","2021-03-11 21:00:00","2021-03-11 22:00:00","PM25",6.0456664860715
"CLDP0026","2021-03-11 22:00:00","2021-03-11 23:00:00","PM25",7.09678447807919
"CLDP0026","2021-03-11 23:00:00","2021-03-12 00:00:00","PM25",6.43661505799708
"CLDP0026","2021-03-12 00:00:00","2021-03-12 01:00:00","PM25",2.57391872210936
"CLDP0026","2021-03-12 01:00:00","2021-03-12 02:00:00","PM25",2.68212351804194
"CLDP0026","2021-03-12 02:00:00","2021-03-12 03:00:00","PM25",3.44297525602838
"CLDP0026","2021-03-12 03:00:00","2021-03-12 04:00:00","PM25",3.1827153468132
"CLDP0026","2021-03-12 04:00:00","2021-03-12 05:00:00","PM25",3.67383453928906
"CLDP0026","2021-03-12 05:00:00","2021-03-12 06:00:00","PM25",2.81066596854817
"CLDP0026","2021-03-12 06:00:00","2021-03-12 07:00:00","PM25",2.86138850740765
"CLDP0026","2021-03-12 07:00:00","2021-03-12 08:00:00","PM25",2.2426742211797
"CLDP0026","2021-03-12 08:00:00","2021-03-12 09:00:00","PM25",3.26835675996283
"CLDP0026","2021-03-12 09:00:00","2021-03-12 10:00:00","PM25",1.65637422095822
"CLDP0026","2021-03-12 10:00:00","2021-03-12 11:00:00","PM25",1.17859481330622
"CLDP0026","2021-03-12 11:00:00","2021-03-12 12:00:00","PM25",0.446669476012821
"CLDP0026","2021-03-12 12:00:00","2021-03-12 13:00:00","PM25",0.58619965959679
"CLDP0026","2021-03-12 13:00:00","2021-03-12 14:00:00","PM25",1.29396466857713
"CLDP0026","2021-03-12 14:00:00","2021-03-12 15:00:00","PM25",1.08696406545964
"CLDP0026","2021-03-12 15:00:00","2021-03-12 16:00:00","PM25",0.855895221155623
"CLDP0026","2021-03-12 16:00:00","2021-03-12 17:00:00","PM25",0.239919640143281
"CLDP0026","2021-03-12 17:00:00","2021-03-12 18:00:00","PM25",0.153835790719498
"CLDP0026","2021-03-12 18:00:00","2021-03-12 19:00:00","PM25",1.73280129191668
"CLDP0026","2021-03-12 19:00:00","2021-03-12 20:00:00","PM25",4.60393206336281
"CLDP0026","2021-03-12 20:00:00","2021-03-12 21:00:00","PM25",4.94420756702838
"CLDP0026","2021-03-12 21:00:00","2021-03-12 22:00:00","PM25",5.54444610389796
"CLDP0026","2021-03-12 22:00:00","2021-03-12 23:00:00","PM25",2.59732388004013
"CLDP0026","2021-03-12 23:00:00","2021-03-13 00:00:00","PM25",1.30987695227499
"CLDP0026","2021-03-13 00:00:00","2021-03-13 01:00:00","PM25",4.60235916099765
"CLDP0026","2021-03-13 01:00:00","2021-03-13 02:00:00","PM25",4.37218825634407
"CLDP0026","2021-03-13 02:00:00","2021-03-13 03:00:00","PM25",2.7098248330165
"CLDP0026","2021-03-13 03:00:00","2021-03-13 04:00:00","PM25",4.76664145516313
"CLDP0026","2021-03-13 04:00:00","2021-03-13 05:00:00","PM25",5.30097356081009
"CLDP0026","2021-03-13 05:00:00","2021-03-13 06:00:00","PM25",5.4608314161409
"CLDP0026","2021-03-13 06:00:00","2021-03-13 07:00:00","PM25",6.20041101994722
"CLDP0026","2021-03-13 07:00:00","2021-03-13 08:00:00","PM25",5.94121358036995
"CLDP0026","2021-03-13 08:00:00","2021-03-13 09:00:00","PM25",4.31349258492822
"CLDP0026","2021-03-13 09:00:00","2021-03-13 10:00:00","PM25",4.29295167700811
"CLDP0026","2021-03-13 10:00:00","2021-03-13 11:00:00","PM25",3.3934086143193
"CLDP0026","2021-03-08 00:00:00","2021-03-08 01:00:00","PM25",43.5308965265448
"CLDP0026","2021-03-08 01:00:00","2021-03-08 02:00:00","PM25",42.0351744266676
"CLDP0026","2021-03-08 02:00:00","2021-03-08 03:00:00","PM25",40.7092358466107
"CLDP0026","2021-03-08 03:00:00","2021-03-08 04:00:00","PM25",39.3996948774858
