"site_code","species_code","measurement_start_utc","measurement_end_utc","value"
"EA8","NO2","2021-03-09 03:00:00","2021-03-09 04:00:00",23.8
"EA8","PM10","2021-03-12 23:00:00","2021-03-13 00:00:00",7
"EA6","NO2","2021-03-12 14:00:00","2021-03-12 15:00:00",37.4
"EI8","PM10","2021-03-15 17:00:00","2021-03-15 18:00:00",34.3
"EA8","PM10","2021-03-10 17:00:00","2021-03-10 18:00:00",7
"EA8","PM10","2021-03-12 22:00:00","2021-03-12 23:00:00",7
"EA6","PM10","2021-03-08 19:00:00","2021-03-08 20:00:00",48.1
"EI8","PM10","2021-03-14 12:00:00","2021-03-14 13:00:00",10.6
"EI8","PM10","2021-03-15 21:00:00","2021-03-15 22:00:00",24.4
"EI8","PM10","2021-03-15 09:00:00","2021-03-15 10:00:00",15.3
"EA8","NO2","2021-03-11 10:00:00","2021-03-11 11:00:00",18.8
"EI8","PM10","2021-03-14 17:00:00","2021-03-14 18:00:00",17.1
"EI8","PM10","2021-03-15 07:00:00","2021-03-15 08:00:00",14.2
"EI8","PM10","2021-03-15 10:00:00","2021-03-15 11:00:00",16.2
"EI8","PM10","2021-03-15 02:00:00","2021-03-15 03:00:00",7.2
"EI8","PM10","2021-03-14 22:00:00","2021-03-14 23:00:00",11
"EI8","PM10","2021-03-15 11:00:00","2021-03-15 12:00:00",24
"EI8","PM10","2021-03-15 15:00:00","2021-03-15 16:00:00",27.6
"EI8","PM10","2021-03-15 06:00:00","2021-03-15 07:00:00",14.7
"EI8","PM10","2021-03-14 21:00:00","2021-03-14 22:00:00",14
"EI8","PM10","2021-03-14 16:00:00","2021-03-14 17:00:00",13.5
"EI1","PM10","2021-03-11 19:00:00","2021-03-11 20:00:00",18.2
"EI8","PM10","2021-03-15 08:00:00","2021-03-15 09:00:00",18.3
"EI1","NO2","2021-03-11 19:00:00","2021-03-11 20:00:00",23.4
"EI1","PM10","2021-03-11 04:00:00","2021-03-11 05:00:00",31.3
"EA8","NO2","2021-03-09 17:00:00","2021-03-09 18:00:00",31.3
"EN5","PM10","2021-03-11 05:00:00","2021-03-11 06:00:00",18.4
"EN5","NO2","2021-03-11 18:00:00","2021-03-11 19:00:00",23.8
"EI8","PM10","2021-03-14 19:00:00","2021-03-14 20:00:00",10.5
"EN5","NO2","2021-03-11 14:00:00","2021-03-11 15:00:00",18.6
"EN5","NO2","2021-03-11 07:00:00","2021-03-11 08:00:00",20.1
"EI8","PM10","2021-03-15 18:00:00","2021-03-15 19:00:00",34.1
"EN5","NO2","2021-03-11 23:00:00","2021-03-12 00:00:00",15.5
"EN5","PM10","2021-03-11 22:00:00","2021-03-11 23:00:00",6.1
"EN5","NO2","2021-03-11 00:00:00","2021-03-11 01:00:00",5.8
"EN5","PM10","2021-03-11 13:00:00","2021-03-11 14:00:00",12.4
"EI1","NO2","2021-03-15 17:00:00","2021-03-15 18:00:00",43.3
"EA8","PM10","2021-03-11 04:00:00","2021-03-11 05:00:00",27
"EA8","NO2","2021-03-12 00:00:00","2021-03-12 01:00:00",16
"EI8","PM10","2021-03-13 19:00:00","2021-03-13 20:00:00",10.1
"EI8","PM10","2021-03-14 02:00:00","2021-03-14 03:00:00",4.2
"EI8","PM10","2021-03-14 06:00:00","2021-03-14 07:00:00",3.8
"EI1","PM10","2021-03-12 06:00:00","2021-03-12 07:00:00",21.3
"EN5","PM10","2021-03-11 17:00:00","2021-03-11 18:00:00",6.7
"EN5","NO2","2021-03-11 19:00:00","2021-03-11 20:00:00",24.7
"EN5","PM10","2021-03-11 11:00:00","2021-03-11 12:00:00",6.7
"EN5","NO2","2021-03-11 21:00:00","2021-03-11 22:00:00",18.5
"EN5","PM10","2021-03-11 20:00:00","2021-03-11 21:00:00",6
"EN5","PM10","2021-03-11 19:00:00","2021-03-11 20:00:00",5.7
"EI1","PM10","2021-03-15 20:00:00","2021-03-15 21:00:00",33
"EI1","PM10","2021-03-13 22:00:00","2021-03-13 23:00:00",17.4
"EI1","PM10","2021-03-15 13:00:00","2021-03-15 14:00:00",33.1
"EN5","NO2","2021-03-11 09:00:00","2021-03-11 10:00:00",21.2
"EN5","PM10","2021-03-11 15:00:00","2021-03-11 16:00:00",6
"EN5","NO2","2021-03-12 12:00:00","2021-03-12 13:00:00",16.2
"EN5","PM10","2021-03-11 03:00:00","2021-03-11 04:00:00",20.6
"EN5","PM10","2021-03-12 04:00:00","2021-03-12 05:00:00",6.3
"EN5","PM10","2021-03-12 14:00:00","2021-03-12 15:00:00",10.3
"EI1","NO2","2021-03-15 10:00:00","2021-03-15 11:00:00",37
"EN5","PM10","2021-03-11 08:00:00","2021-03-11 09:00:00",8.7
"EI1","PM10","2021-03-15 16:00:00","2021-03-15 17:00:00",35
"EN5","PM10","2021-03-12 19:00:00","2021-03-12 20:00:00",8.5
"EN5","PM10","2021-03-12 13:00:00","2021-03-12 14:00:00",6.8
"EN5","PM10","2021-03-12 08:00:00","2021-03-12 09:00:00",8.5
"EN1","NO2","2021-03-11 21:00:00","2021-03-11 22:00:00",7.2
"EN5","NO2","2021-03-12 16:00:00","2021-03-12 17:00:00",22.4
"EI1","NO2","2021-03-15 22:00:00","2021-03-15 23:00:00",28.2
"EN1","NO2","2021-03-11 05:00:00","2021-03-11 06:00:00",3.9
"EN1","NO2","2021-03-11 20:00:00","2021-03-11 21:00:00",8.3
"EN1","NO2","2021-03-11 11:00:00","2021-03-11 12:00:00",5.2
"EI1","NO2","2021-03-15 14:00:00","2021-03-15 15:00:00",32.1
"EN1","NO2","2021-03-11 12:00:00","2021-03-11 13:00:00",4.7
"EI1","NO2","2021-03-15 16:00:00","2021-03-15 17:00:00",42
"EI1","NO2","2021-03-15 18:00:00","2021-03-15 19:00:00",57.9
"EI1","NO2","2021-03-15 13:00:00","2021-03-15 14:00:00",40.3
"EN1","NO2","2021-03-11 07:00:00","2021-03-11 08:00:00",6.8
"EA6","PM10","2021-03-09 08:00:00","2021-03-09 09:00:00",61.3
"EI1","PM10","2021-03-15 17:00:00","2021-03-15 18:00:00",27.3
"EA8","PM10","2021-03-10 20:00:00","2021-03-10 21:00:00",6
"EI1","NO2","2021-03-15 20:00:00","2021-03-15 21:00:00",49.6
"EI1","PM10","2021-03-15 12:00:00","2021-03-15 13:00:00",16.1
"EN1","NO2","2021-03-11 18:00:00","2021-03-11 19:00:00",9.5
"EA8","NO2","2021-03-11 06:00:00","2021-03-11 07:00:00",12.9
"EA8","PM10","2021-03-12 02:00:00","2021-03-12 03:00:00",18
"EI8","PM10","2021-03-14 11:00:00","2021-03-14 12:00:00",9.3
"EI8","PM10","2021-03-14 10:00:00","2021-03-14 11:00:00",9.3
"EN1","NO2","2021-03-11 15:00:00","2021-03-11 16:00:00",6.2
"EN1","NO2","2021-03-11 16:00:00","2021-03-11 17:00:00",7.2
"EN5","NO2","2021-03-12 00:00:00","2021-03-12 01:00:00",15.9
"EN1","NO2","2021-03-11 02:00:00","2021-03-11 03:00:00",3
"EN1","NO2","2021-03-11 10:00:00","2021-03-11 11:00:00",6
"EN1","NO2","2021-03-11 00:00:00","2021-03-11 01:00:00",4.2
"EN5","NO2","2021-03-13 16:00:00","2021-03-13 17:00:00",28.5
"EI1","NO2","2021-03-15 19:00:00","2021-03-15 20:00:00",64.8
"EN1","NO2","2021-03-11 13:00:00","2021-03-11 14:00:00",5.5
"EN1","NO2","2021-03-11 04:00:00","2021-03-11 05:00:00",3
"EI1","PM10","2021-03-14 15:00:00","2021-03-14 16:00:00",15.3
"EI1","PM10","2021-03-15 22:00:00","2021-03-15 23:00:00",23.4
"EN5","PM10","2021-03-12 22:00:00","2021-03-12 23:00:00",5.8
"EI1","PM10","2021-03-15 23:00:00","2021-03-16 00:00:00",29.1
"EN5","NO2","2021-03-12 04:00:00","2021-03-12 05:00:00",7.7
"EN1","NO2","2021-03-11 19:00:00","2021-03-11 20:00:00",7.7
"EN5","PM10","2021-03-13 21:00:00","2021-03-13 22:00:00",4
"EN5","PM10","2021-03-12 03:00:00","2021-03-12 04:00:00",6.4
"EN1","NO2","2021-03-11 14:00:00","2021-03-11 15:00:00",5.4
"EI1","PM10","2021-03-15 03:00:00","2021-03-15 04:00:00",11.8
"EN1","NO2","2021-03-11 17:00:00","2021-03-11 18:00:00",8.2
"EN1","NO2","2021-03-11 22:00:00","2021-03-11 23:00:00",6.6
"EN1","NO2","2021-03-11 03:00:00","2021-03-11 04:00:00",2.7
"EN1","NO2","2021-03-11 09:00:00","2021-03-11 10:00:00",6.5
"EN1","NO2","2021-03-11 06:00:00","2021-03-11 07:00:00",5.9
"EN4","PM10","2021-03-11 04:00:00","2021-03-11 05:00:00",NULL
"EN4","NO2","2021-03-11 21:00:00","2021-03-11 22:00:00",16
"EN4","PM10","2021-03-11 06:00:00","2021-03-11 07:00:00",NULL
"EN4","NO2","2021-03-11 02:00:00","2021-03-11 03:00:00",3.8
"EN5","NO2","2021-03-12 08:00:00","2021-03-12 09:00:00",18.6
"EN4","NO2","2021-03-11 06:00:00","2021-03-11 07:00:00",9.4
"EN4","SO2","2021-03-11 17:00:00","2021-03-11 18:00:00",NULL
"EN5","PM10","2021-03-13 12:00:00","2021-03-13 13:00:00",5.3
"EN4","SO2","2021-03-11 05:00:00","2021-03-11 06:00:00",NULL
"EN4","SO2","2021-03-11 14:00:00","2021-03-11 15:00:00",NULL
"EN4","SO2","2021-03-11 18:00:00","2021-03-11 19:00:00",NULL
"EN4","PM10","2021-03-11 16:00:00","2021-03-11 17:00:00",NULL
"EN4","SO2","2021-03-11 10:00:00","2021-03-11 11:00:00",NULL
"EN4","PM10","2021-03-11 01:00:00","2021-03-11 02:00:00",NULL
"EN5","PM10","2021-03-12 09:00:00","2021-03-12 10:00:00",7.2
"EN4","PM10","2021-03-11 20:00:00","2021-03-11 21:00:00",NULL
"EN5","PM10","2021-03-12 00:00:00","2021-03-12 01:00:00",6.5
"EI1","PM10","2021-03-15 15:00:00","2021-03-15 16:00:00",42.9
"EN4","PM10","2021-03-11 07:00:00","2021-03-11 08:00:00",NULL
"EN4","PM10","2021-03-11 08:00:00","2021-03-11 09:00:00",NULL
"EN4","NO2","2021-03-11 11:00:00","2021-03-11 12:00:00",15.2
"EN4","NO2","2021-03-11 15:00:00","2021-03-11 16:00:00",16.5
"EN5","NO2","2021-03-13 19:00:00","2021-03-13 20:00:00",36.9
"EN5","NO2","2021-03-12 22:00:00","2021-03-12 23:00:00",9.9
"EA6","PM10","2021-03-08 22:00:00","2021-03-08 23:00:00",44.1
"EN1","NO2","2021-03-12 04:00:00","2021-03-12 05:00:00",5.3
"EN1","NO2","2021-03-12 19:00:00","2021-03-12 20:00:00",16.3
"EI1","PM10","2021-03-15 18:00:00","2021-03-15 19:00:00",37.1
"EI1","NO2","2021-03-15 15:00:00","2021-03-15 16:00:00",30.1
"EN4","NO2","2021-03-11 05:00:00","2021-03-11 06:00:00",5.5
"EN4","NO2","2021-03-11 18:00:00","2021-03-11 19:00:00",20.2
"EA8","PM10","2021-03-12 20:00:00","2021-03-12 21:00:00",20
"EI8","PM10","2021-03-14 08:00:00","2021-03-14 09:00:00",2.1
"EN4","PM10","2021-03-11 09:00:00","2021-03-11 10:00:00",NULL
"EN1","NO2","2021-03-12 11:00:00","2021-03-12 12:00:00",7.6
"EN1","NO2","2021-03-12 14:00:00","2021-03-12 15:00:00",6.2
"EN1","NO2","2021-03-12 02:00:00","2021-03-12 03:00:00",6.8
"EI1","PM10","2021-03-15 19:00:00","2021-03-15 20:00:00",39.3
"EN1","NO2","2021-03-12 23:00:00","2021-03-13 00:00:00",6.7
"EI1","PM10","2021-03-15 14:00:00","2021-03-15 15:00:00",19.8
"EN5","PM10","2021-03-14 11:00:00","2021-03-14 12:00:00",7.5
"EN1","NO2","2021-03-12 10:00:00","2021-03-12 11:00:00",11.1
"EN1","NO2","2021-03-12 16:00:00","2021-03-12 17:00:00",9.3
"EN4","NO2","2021-03-11 22:00:00","2021-03-11 23:00:00",15.5
"EN4","NO2","2021-03-11 23:00:00","2021-03-12 00:00:00",14
"EN1","NO2","2021-03-12 22:00:00","2021-03-12 23:00:00",8
"EN4","SO2","2021-03-11 00:00:00","2021-03-11 01:00:00",NULL
"EN4","NO2","2021-03-11 13:00:00","2021-03-11 14:00:00",14
"EN1","NO2","2021-03-12 12:00:00","2021-03-12 13:00:00",NULL
"EI1","NO2","2021-03-15 21:00:00","2021-03-15 22:00:00",34.2
"EN4","NO2","2021-03-11 07:00:00","2021-03-11 08:00:00",16.2
"EN5","NO2","2021-03-13 18:00:00","2021-03-13 19:00:00",26.2
"EN4","PM10","2021-03-11 10:00:00","2021-03-11 11:00:00",NULL
"EN4","SO2","2021-03-11 01:00:00","2021-03-11 02:00:00",NULL
"EN4","NO2","2021-03-11 00:00:00","2021-03-11 01:00:00",5.8
"EN5","NO2","2021-03-13 12:00:00","2021-03-13 13:00:00",19
"EN5","PM10","2021-03-14 02:00:00","2021-03-14 03:00:00",4.7
"EN4","PM10","2021-03-11 23:00:00","2021-03-12 00:00:00",NULL
"EN1","NO2","2021-03-12 17:00:00","2021-03-12 18:00:00",10.5
"EN5","NO2","2021-03-13 23:00:00","2021-03-14 00:00:00",24.1
"EN1","NO2","2021-03-12 07:00:00","2021-03-12 08:00:00",13.2
"EN5","PM10","2021-03-14 18:00:00","2021-03-14 19:00:00",9.4
"EN1","NO2","2021-03-12 05:00:00","2021-03-12 06:00:00",7
"EN5","NO2","2021-03-14 11:00:00","2021-03-14 12:00:00",21.4
"EN4","SO2","2021-03-11 08:00:00","2021-03-11 09:00:00",NULL
"EI1","NO2","2021-03-15 12:00:00","2021-03-15 13:00:00",37.7
"EN1","NO2","2021-03-12 18:00:00","2021-03-12 19:00:00",16.6
"EN4","PM10","2021-03-11 18:00:00","2021-03-11 19:00:00",NULL
"EN1","NO2","2021-03-12 06:00:00","2021-03-12 07:00:00",10.2
"EN4","SO2","2021-03-11 22:00:00","2021-03-11 23:00:00",NULL
"EN4","SO2","2021-03-11 07:00:00","2021-03-11 08:00:00",NULL
"EN1","NO2","2021-03-12 21:00:00","2021-03-12 22:00:00",10.6
"EN5","NO2","2021-03-13 02:00:00","2021-03-13 03:00:00",5.1
"EI1","NO2","2021-03-15 23:00:00","2021-03-16 00:00:00",27.7
"EN4","SO2","2021-03-11 21:00:00","2021-03-11 22:00:00",NULL
"EN1","NO2","2021-03-12 08:00:00","2021-03-12 09:00:00",15.2
"EN4","SO2","2021-03-11 03:00:00","2021-03-11 04:00:00",NULL
"EN1","NO2","2021-03-12 00:00:00","2021-03-12 01:00:00",6.4
"EN5","NO2","2021-03-13 21:00:00","2021-03-13 22:00:00",29.8
"EN1","NO2","2021-03-12 13:00:00","2021-03-12 14:00:00",8.1
"EI1","PM10","2021-03-15 21:00:00","2021-03-15 22:00:00",29.1
"EN4","PM10","2021-03-11 14:00:00","2021-03-11 15:00:00",NULL
"EN1","NO2","2021-03-12 09:00:00","2021-03-12 10:00:00",14.1
"EN4","PM10","2021-03-11 00:00:00","2021-03-11 01:00:00",NULL
"EN1","NO2","2021-03-12 15:00:00","2021-03-12 16:00:00",5.7
"EN4","NO2","2021-03-11 17:00:00","2021-03-11 18:00:00",22.5
"EN1","NO2","2021-03-12 20:00:00","2021-03-12 21:00:00",14.4
"EI8","PM10","2021-03-10 20:00:00","2021-03-10 21:00:00",6.9
"EN4","NO2","2021-03-11 16:00:00","2021-03-11 17:00:00",19.9
"EI8","PM10","2021-03-14 07:00:00","2021-03-14 08:00:00",4.3
"EN5","PM10","2021-03-15 20:00:00","2021-03-15 21:00:00",19.3
"EN5","PM10","2021-03-13 23:00:00","2021-03-14 00:00:00",5.8
"EN5","NO2","2021-03-15 16:00:00","2021-03-15 17:00:00",47.1
"EN5","PM10","2021-03-15 06:00:00","2021-03-15 07:00:00",13.7
"EN4","PM10","2021-03-12 18:00:00","2021-03-12 19:00:00",NULL
"EN4","SO2","2021-03-12 17:00:00","2021-03-12 18:00:00",NULL
"EN4","PM10","2021-03-12 12:00:00","2021-03-12 13:00:00",NULL
"EN5","NO2","2021-03-14 16:00:00","2021-03-14 17:00:00",23.8
"EN4","PM10","2021-03-12 04:00:00","2021-03-12 05:00:00",NULL
"EN5","PM10","2021-03-15 21:00:00","2021-03-15 22:00:00",12.4
"EN4","SO2","2021-03-12 20:00:00","2021-03-12 21:00:00",NULL
"EN4","PM10","2021-03-11 13:00:00","2021-03-11 14:00:00",NULL
"EN4","NO2","2021-03-11 10:00:00","2021-03-11 11:00:00",12.1
"EN4","SO2","2021-03-11 15:00:00","2021-03-11 16:00:00",NULL
"EN4","NO2","2021-03-11 08:00:00","2021-03-11 09:00:00",12
"EN4","PM10","2021-03-11 11:00:00","2021-03-11 12:00:00",NULL
"EN4","NO2","2021-03-12 11:00:00","2021-03-12 12:00:00",17.9
"EN4","SO2","2021-03-12 16:00:00","2021-03-12 17:00:00",NULL
"EN5","NO2","2021-03-13 11:00:00","2021-03-13 12:00:00",17.8
"EN4","PM10","2021-03-11 22:00:00","2021-03-11 23:00:00",NULL
"EA6","NO2","2021-03-10 00:00:00","2021-03-10 01:00:00",32.7
"EA6","PM10","2021-03-10 01:00:00","2021-03-10 02:00:00",18.4
"EA8","NO2","2021-03-10 17:00:00","2021-03-10 18:00:00",31.1
"EN4","NO2","2021-03-11 04:00:00","2021-03-11 05:00:00",3.9
"EN4","PM10","2021-03-12 14:00:00","2021-03-12 15:00:00",NULL
"EN4","PM10","2021-03-11 17:00:00","2021-03-11 18:00:00",NULL
"EN5","NO2","2021-03-15 14:00:00","2021-03-15 15:00:00",44.6
"EN4","PM10","2021-03-11 12:00:00","2021-03-11 13:00:00",NULL
"EN4","PM10","2021-03-12 03:00:00","2021-03-12 04:00:00",NULL
"EN5","PM10","2021-03-13 09:00:00","2021-03-13 10:00:00",8.2
"EN5","NO2","2021-03-13 06:00:00","2021-03-13 07:00:00",12.9
"EN4","NO2","2021-03-12 09:00:00","2021-03-12 10:00:00",22.8
"EN4","SO2","2021-03-11 12:00:00","2021-03-11 13:00:00",NULL
"EN4","SO2","2021-03-11 06:00:00","2021-03-11 07:00:00",NULL
"EN4","SO2","2021-03-12 00:00:00","2021-03-12 01:00:00",NULL
"EN4","SO2","2021-03-12 18:00:00","2021-03-12 19:00:00",NULL
"EN4","SO2","2021-03-12 12:00:00","2021-03-12 13:00:00",NULL
"EN4","SO2","2021-03-11 13:00:00","2021-03-11 14:00:00",NULL
"EI8","PM10","2021-03-14 01:00:00","2021-03-14 02:00:00",5.6
"EN5","PM10","2021-03-14 09:00:00","2021-03-14 10:00:00",4.2
"EI1","PM10","2021-03-13 11:00:00","2021-03-13 12:00:00",16.2
"EA8","PM10","2021-03-12 15:00:00","2021-03-12 16:00:00",48
"EI8","PM10","2021-03-11 09:00:00","2021-03-11 10:00:00",22.8
"EN5","NO2","2021-03-14 20:00:00","2021-03-14 21:00:00",22.6
"EI8","PM10","2021-03-10 12:00:00","2021-03-10 13:00:00",12.1
"EA8","PM10","2021-03-13 12:00:00","2021-03-13 13:00:00",15
"EI8","PM10","2021-03-15 00:00:00","2021-03-15 01:00:00",7.5
"EI8","PM10","2021-03-14 05:00:00","2021-03-14 06:00:00",2.4
"EI8","PM10","2021-03-14 04:00:00","2021-03-14 05:00:00",0.5
"EA8","PM10","2021-03-11 09:00:00","2021-03-11 10:00:00",34
"EN5","NO2","2021-03-14 07:00:00","2021-03-14 08:00:00",19.9
"EN5","NO2","2021-03-14 05:00:00","2021-03-14 06:00:00",8.2
"EA6","PM10","2021-03-08 04:00:00","2021-03-08 05:00:00",41.8
"EI8","PM10","2021-03-15 01:00:00","2021-03-15 02:00:00",7.3
"EN5","PM10","2021-03-14 00:00:00","2021-03-14 01:00:00",7.1
"EN5","PM10","2021-03-14 05:00:00","2021-03-14 06:00:00",3.5
"EN5","NO2","2021-03-15 12:00:00","2021-03-15 13:00:00",36
"EI1","NO2","2021-03-13 09:00:00","2021-03-13 10:00:00",11.5
"EA8","NO2","2021-03-11 07:00:00","2021-03-11 08:00:00",22.9
"EA8","NO2","2021-03-10 05:00:00","2021-03-10 06:00:00",14.7
"EA6","PM10","2021-03-08 18:00:00","2021-03-08 19:00:00",45.4
"EN4","SO2","2021-03-12 22:00:00","2021-03-12 23:00:00",NULL
"EA8","PM10","2021-03-12 17:00:00","2021-03-12 18:00:00",13
"EA8","PM10","2021-03-11 16:00:00","2021-03-11 17:00:00",30
"EN5","PM10","2021-03-14 03:00:00","2021-03-14 04:00:00",6.2
"EI8","PM10","2021-03-10 06:00:00","2021-03-10 07:00:00",32.6
"EN5","PM10","2021-03-14 19:00:00","2021-03-14 20:00:00",8.1
"EN5","PM10","2021-03-15 04:00:00","2021-03-15 05:00:00",9.2
"EI8","PM10","2021-03-14 14:00:00","2021-03-14 15:00:00",13.5
"EN4","SO2","2021-03-12 14:00:00","2021-03-12 15:00:00",NULL
"EN4","PM10","2021-03-12 07:00:00","2021-03-12 08:00:00",NULL
"EN4","PM10","2021-03-12 21:00:00","2021-03-12 22:00:00",NULL
"EI8","PM10","2021-03-14 15:00:00","2021-03-14 16:00:00",9.4
"EA8","PM10","2021-03-12 07:00:00","2021-03-12 08:00:00",22
"EN5","NO2","2021-03-14 23:00:00","2021-03-15 00:00:00",16.1
"EA8","NO2","2021-03-09 05:00:00","2021-03-09 06:00:00",50.1
"EN1","NO2","2021-03-13 15:00:00","2021-03-13 16:00:00",5
"EN4","NO2","2021-03-12 20:00:00","2021-03-12 21:00:00",21.8
"EI1","PM10","2021-03-10 07:00:00","2021-03-10 08:00:00",56.2
"EN4","NO2","2021-03-12 08:00:00","2021-03-12 09:00:00",20.6
"EN5","NO2","2021-03-15 21:00:00","2021-03-15 22:00:00",50.2
"EA8","NO2","2021-03-12 01:00:00","2021-03-12 02:00:00",12.5
"EN5","NO2","2021-03-15 15:00:00","2021-03-15 16:00:00",46.1
"EI8","PM10","2021-03-14 09:00:00","2021-03-14 10:00:00",5.8
"EN4","SO2","2021-03-11 16:00:00","2021-03-11 17:00:00",NULL
"EN5","NO2","2021-03-14 13:00:00","2021-03-14 14:00:00",21.8
"EA8","PM10","2021-03-09 02:00:00","2021-03-09 03:00:00",24
"EN4","PM10","2021-03-12 01:00:00","2021-03-12 02:00:00",NULL
"EN1","NO2","2021-03-13 08:00:00","2021-03-13 09:00:00",5.3
"EI8","PM10","2021-03-14 03:00:00","2021-03-14 04:00:00",4.7
"EI1","PM10","2021-03-14 03:00:00","2021-03-14 04:00:00",5.9
"EA6","NO2","2021-03-09 06:00:00","2021-03-09 07:00:00",83.9
"EN4","PM10","2021-03-12 09:00:00","2021-03-12 10:00:00",NULL
"EN4","NO2","2021-03-11 09:00:00","2021-03-11 10:00:00",12.3
"EN4","SO2","2021-03-12 19:00:00","2021-03-12 20:00:00",NULL
"EN1","NO2","2021-03-13 18:00:00","2021-03-13 19:00:00",9.7
"EI8","PM10","2021-03-14 20:00:00","2021-03-14 21:00:00",12.3
"EI8","PM10","2021-03-14 13:00:00","2021-03-14 14:00:00",9.9
"EI1","PM10","2021-03-14 12:00:00","2021-03-14 13:00:00",21.3
"EN5","PM10","2021-03-15 23:00:00","2021-03-16 00:00:00",17.3
"EN1","NO2","2021-03-13 22:00:00","2021-03-13 23:00:00",9.8
"EI8","PM10","2021-03-12 15:00:00","2021-03-12 16:00:00",55
"EA6","NO2","2021-03-10 04:00:00","2021-03-10 05:00:00",20
"EN4","NO2","2021-03-12 13:00:00","2021-03-12 14:00:00",14.3
"EN4","NO2","2021-03-12 04:00:00","2021-03-12 05:00:00",13.2
"EI1","PM10","2021-03-15 06:00:00","2021-03-15 07:00:00",26
"EI1","NO2","2021-03-15 09:00:00","2021-03-15 10:00:00",57.3
"EI8","PM10","2021-03-12 21:00:00","2021-03-12 22:00:00",17
"EN5","NO2","2021-03-15 18:00:00","2021-03-15 19:00:00",71.5
"EI1","NO2","2021-03-12 15:00:00","2021-03-12 16:00:00",19.4
"EN4","SO2","2021-03-11 04:00:00","2021-03-11 05:00:00",NULL
"BL0","CO","2021-03-13 20:00:00","2021-03-13 21:00:00",NULL
"EA8","NO2","2021-03-13 04:00:00","2021-03-13 05:00:00",10.3
"EI1","PM10","2021-03-13 13:00:00","2021-03-13 14:00:00",16.8
"EA8","NO2","2021-03-12 02:00:00","2021-03-12 03:00:00",17.2
"EI1","NO2","2021-03-12 10:00:00","2021-03-12 11:00:00",26.7
"EI1","PM10","2021-03-10 14:00:00","2021-03-10 15:00:00",16.2
"EI8","PM10","2021-03-09 08:00:00","2021-03-09 09:00:00",70.2
"EN1","NO2","2021-03-13 09:00:00","2021-03-13 10:00:00",4.6
"EN5","NO2","2021-03-15 22:00:00","2021-03-15 23:00:00",54
"EI1","NO2","2021-03-14 08:00:00","2021-03-14 09:00:00",20.7
"EI1","NO2","2021-03-13 23:00:00","2021-03-14 00:00:00",20.9
"EA6","PM10","2021-03-09 02:00:00","2021-03-09 03:00:00",28
"EN5","NO2","2021-03-15 20:00:00","2021-03-15 21:00:00",72.5
"EI1","NO2","2021-03-10 03:00:00","2021-03-10 04:00:00",11.6
"CT2","O3","2021-03-15 05:00:00","2021-03-15 06:00:00",NULL
"EN1","NO2","2021-03-13 01:00:00","2021-03-13 02:00:00",3.1
"EN5","NO2","2021-03-14 21:00:00","2021-03-14 22:00:00",20.8
"EA8","PM10","2021-03-13 16:00:00","2021-03-13 17:00:00",15
"EI1","PM10","2021-03-15 11:00:00","2021-03-15 12:00:00",39.1
"EI1","PM10","2021-03-13 03:00:00","2021-03-13 04:00:00",12.1
"EA8","NO2","2021-03-12 09:00:00","2021-03-12 10:00:00",40.2
"EI1","PM10","2021-03-12 22:00:00","2021-03-12 23:00:00",9.9
"EN1","NO2","2021-03-13 23:00:00","2021-03-14 00:00:00",9.9
"EI1","PM10","2021-03-11 21:00:00","2021-03-11 22:00:00",14
"EN4","SO2","2021-03-12 02:00:00","2021-03-12 03:00:00",NULL
"EN1","NO2","2021-03-13 02:00:00","2021-03-13 03:00:00",2.6
"EN5","PM10","2021-03-14 20:00:00","2021-03-14 21:00:00",7.9
"BL0","CO","2021-03-08 21:00:00","2021-03-08 22:00:00",NULL
"EN4","NO2","2021-03-11 03:00:00","2021-03-11 04:00:00",4.2
"EA6","NO2","2021-03-12 01:00:00","2021-03-12 02:00:00",23
"EI1","NO2","2021-03-15 04:00:00","2021-03-15 05:00:00",9.6
"EI1","PM10","2021-03-14 06:00:00","2021-03-14 07:00:00",6
"EN5","PM10","2021-03-15 08:00:00","2021-03-15 09:00:00",26.1
"EN5","PM10","2021-03-14 06:00:00","2021-03-14 07:00:00",4.5
"EN5","NO2","2021-03-15 13:00:00","2021-03-15 14:00:00",27.3
"EI1","NO2","2021-03-11 22:00:00","2021-03-11 23:00:00",14.7
"EA8","NO2","2021-03-09 19:00:00","2021-03-09 20:00:00",36.5
"EN5","PM10","2021-03-15 10:00:00","2021-03-15 11:00:00",12.4
"EN4","NO2","2021-03-11 14:00:00","2021-03-11 15:00:00",13.6
"EI1","NO2","2021-03-10 07:00:00","2021-03-10 08:00:00",56.4
"EN5","NO2","2021-03-15 08:00:00","2021-03-15 09:00:00",43
"EI1","PM10","2021-03-15 05:00:00","2021-03-15 06:00:00",15.5
"EA8","PM10","2021-03-12 13:00:00","2021-03-12 14:00:00",59
"EN5","NO2","2021-03-15 11:00:00","2021-03-15 12:00:00",26.9
"EN5","PM10","2021-03-15 17:00:00","2021-03-15 18:00:00",16.3
"EA8","PM10","2021-03-12 16:00:00","2021-03-12 17:00:00",34
"EI1","NO2","2021-03-13 13:00:00","2021-03-13 14:00:00",15.1
"EI1","PM10","2021-03-11 06:00:00","2021-03-11 07:00:00",26.7
